value_name,inserted_ts,values,name,id,value_type,item_id,value_id
111,2025-02-17 04:39:36,"[{'id': None, 'name': '111', 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1394848225,
111,2025-02-17 04:39:36,"[{'id': None, 'name': '111', 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1394848225,
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1394848225,1359392
2302,2025-02-17 04:39:36,"[{'id': None, 'name': '2302', 'struct': None}]",SKU,SELLER_SKU,string,MLA1394848225,
6,2025-02-17 04:39:36,"[{'id': None, 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1394848225,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1394848225,
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1394848225,2107347
Cartón,2025-02-17 04:39:36,"[{'id': '13418935', 'name': 'Cartón', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1394848225,13418935
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1394848225,2107333
0,2025-02-17 04:39:36,"[{'id': None, 'name': '0', 'struct': None}]",Año,YEAR,number,MLA1394848225,
13.5 %,2025-02-17 04:39:36,"[{'id': None, 'name': '13.5 %', 'struct': {'number': 13.5, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1455443841,
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA1455443841,8869920
24 meses,2025-02-17 04:39:36,"[{'id': None, 'name': '24 meses', 'struct': {'number': 24, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1455443841,
Catena Zapata,2025-02-17 04:39:36,"[{'id': '1163443', 'name': 'Catena Zapata', 'struct': None}]",Marca,BRAND,string,MLA1455443841,1163443
Catena Zapata,2025-02-17 04:39:36,"[{'id': '2292304', 'name': 'Catena Zapata', 'struct': None}]",Bodega,CELLAR,string,MLA1455443841,2292304
14 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '14 °C', 'struct': {'number': 14, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1455443841,
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1455443841,-1
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1455443841,242084
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1455443841,-1
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1455443841,2230284
Birth Of Cabernet,2025-02-17 04:39:36,"[{'id': '43695124', 'name': 'Birth Of Cabernet', 'struct': None}]",Línea,LINE,string,MLA1455443841,43695124
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1455443841,2290293
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Maridajes,PAIRINGS,string,MLA1455443841,-1
"Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1455443841,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1455443841,13244147
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1455443841,-1
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1455443841,-1
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1455443841,1359392
VBIRTHCABX4,2025-02-17 04:39:36,"[{'id': None, 'name': 'VBIRTHCABX4', 'struct': None}]",SKU,SELLER_SKU,string,MLA1455443841,
4,2025-02-17 04:39:36,"[{'id': None, 'name': '4', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1455443841,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1455443841,
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1455443841,2107347
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1455443841,2107333
2021,2025-02-17 04:39:36,"[{'id': None, 'name': '2021', 'struct': None}]",Año,YEAR,number,MLA1455443841,
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Unidades por envase,UNITS_PER_PACKAGE,integer,MLA1468430909,
13 %,2025-02-17 04:39:36,"[{'id': None, 'name': '13 %', 'struct': {'number': 13, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1468430909,
El Mirón,2025-02-17 04:39:36,"[{'id': '46148313', 'name': 'El Mirón', 'struct': None}]",Marca,BRAND,string,MLA1468430909,46148313
Desdén Wines,2025-02-17 04:39:36,"[{'id': '46139880', 'name': 'Desdén Wines', 'struct': None}]",Bodega,CELLAR,string,MLA1468430909,46139880
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1468430909,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1468430909,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1468430909,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1468430909,2230284
Cabernet Sauvignon,2025-02-17 04:39:36,"[{'id': '13405308', 'name': 'Cabernet Sauvignon', 'struct': None}]",Línea,LINE,string,MLA1468430909,13405308
7 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '7 cm', 'struct': {'number': 7, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1468430909,
30 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '30 cm', 'struct': {'number': 30, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1468430909,
1160 g,2025-02-17 04:39:36,"[{'id': None, 'name': '1160 g', 'struct': {'number': 1160, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1468430909,
7.2 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '7.2 cm', 'struct': {'number': 7.2, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1468430909,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1468430909,2290293
"Con vencimiento,Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1468430909,
Unitario,2025-02-17 04:39:36,"[{'id': None, 'name': 'Unitario', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1468430909,
001UU000651940014047860551,2025-02-17 04:39:36,"[{'id': None, 'name': '001UU000651940014047860551', 'struct': None}]",SKU,SELLER_SKU,string,MLA1468430909,
Caja,2025-02-17 04:39:36,"[{'id': '7435892', 'name': 'Caja', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA1468430909,7435892
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1468430909,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1468430909,
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1468430909,2107347
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1468430909,2107333
2020,2025-02-17 04:39:36,"[{'id': None, 'name': '2020', 'struct': None}]",Año,YEAR,number,MLA1468430909,
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA1274291760,-1
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1274291760,8897089
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA1274291760,8869920
12 meses,2025-02-17 04:39:36,"[{'id': '9163256', 'name': '12 meses', 'struct': {'number': 12, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1274291760,9163256
Alta Vista,2025-02-17 04:39:36,"[{'id': '18707', 'name': 'Alta Vista', 'struct': None}]",Marca,BRAND,string,MLA1274291760,18707
Alta Vista,2025-02-17 04:39:36,"[{'id': '2309412', 'name': 'Alta Vista', 'struct': None}]",Bodega,CELLAR,string,MLA1274291760,2309412
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1274291760,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1274291760,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1274291760,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1274291760,2230284
Estate Premium,2025-02-17 04:39:36,"[{'id': '13648290', 'name': 'Estate Premium', 'struct': None}]",Línea,LINE,string,MLA1274291760,13648290
Vino Alta Vista Estate Premium Cabernet Sauvignon 750ml,2025-02-17 04:39:36,"[{'id': '21750275', 'name': 'Vino Alta Vista Estate Premium Cabernet Sauvignon 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1274291760,21750275
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1274291760,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1274291760,2290293
Carnes,2025-02-17 04:39:36,"[{'id': '9799206', 'name': 'Carnes', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1274291760,9799206
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1274291760,10792872
"Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1274291760,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1274291760,13244147
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1274291760,1359391
1024U,2025-02-17 04:39:36,"[{'id': None, 'name': '1024U', 'struct': None}]",SKU,SELLER_SKU,string,MLA1274291760,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1274291760,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1274291760,2292305
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1274291760,2107347
NINGUNO,2025-02-17 04:39:36,"[{'id': '16921910', 'name': 'NINGUNO', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1274291760,16921910
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1274291760,2107333
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA1274291760,-1
13 %,2025-02-17 04:39:36,"[{'id': None, 'name': '13 %', 'struct': {'number': 13, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1839178486,
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA1839178486,8869920
12 meses,2025-02-17 04:39:36,"[{'id': None, 'name': '12 meses', 'struct': {'number': 12, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1839178486,
Catalpa,2025-02-17 04:39:36,"[{'id': '16872748', 'name': 'Catalpa', 'struct': None}]",Marca,BRAND,string,MLA1839178486,16872748
Atamisque,2025-02-17 04:39:36,"[{'id': '13929684', 'name': 'Atamisque', 'struct': None}]",Bodega,CELLAR,string,MLA1839178486,13929684
16 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1839178486,
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1839178486,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1839178486,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1839178486,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1839178486,2230284
Catalpa,2025-02-17 04:39:36,"[{'id': None, 'name': 'Catalpa', 'struct': None}]",Línea,LINE,string,MLA1839178486,
Vino Catalpa Malbec Bodega Atamisque 750ml,2025-02-17 04:39:36,"[{'id': '24212433', 'name': 'Vino Catalpa Malbec Bodega Atamisque 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1839178486,24212433
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1839178486,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1839178486,2290293
"Pollo,Pasta,Carne",2025-02-17 04:39:36,"[{'id': '8869916', 'name': 'Pollo', 'struct': None}, {'id': '8869918', 'name': 'Pasta', 'struct': None}, {'id': '8869917', 'name': 'Carne', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1839178486,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1839178486,10792872
"Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1839178486,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1839178486,13244147
111,2025-02-17 04:39:36,"[{'id': None, 'name': '111', 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1839178486,
111,2025-02-17 04:39:36,"[{'id': None, 'name': '111', 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1839178486,
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1839178486,1359392
CCSX750,2025-02-17 04:39:36,"[{'id': None, 'name': 'CCSX750', 'struct': None}]",SKU,SELLER_SKU,string,MLA1839178486,
6,2025-02-17 04:39:36,"[{'id': None, 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1839178486,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1839178486,
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1839178486,2107347
Cartón,2025-02-17 04:39:36,"[{'id': '13418935', 'name': 'Cartón', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1839178486,13418935
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1839178486,2107333
0,2025-02-17 04:39:36,"[{'id': None, 'name': '0', 'struct': None}]",Año,YEAR,number,MLA1839178486,
13.5 %,2025-02-17 04:39:36,"[{'id': '8897079', 'name': '13.5 %', 'struct': {'number': 13.5, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1429945792,8897079
"Complejo,gran cuerpo,persistente",2025-02-17 04:39:36,"[{'id': '16481910', 'name': 'Complejo', 'struct': None}, {'id': '28245152', 'name': 'gran cuerpo', 'struct': None}, {'id': '28107502', 'name': 'persistente', 'struct': None}]",Aromas,AROMAS,string,MLA1429945792,
0 meses,2025-02-17 04:39:36,"[{'id': '13081733', 'name': '0 meses', 'struct': {'number': 0, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1429945792,13081733
Catena Zapata,2025-02-17 04:39:36,"[{'id': '1163443', 'name': 'Catena Zapata', 'struct': None}]",Marca,BRAND,string,MLA1429945792,1163443
Catena Zapata,2025-02-17 04:39:36,"[{'id': '2292304', 'name': 'Catena Zapata', 'struct': None}]",Bodega,CELLAR,string,MLA1429945792,2292304
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1429945792,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1429945792,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1429945792,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1429945792,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1429945792,2230284
La Pirámide,2025-02-17 04:39:36,"[{'id': '16892112', 'name': 'La Pirámide', 'struct': None}]",Línea,LINE,string,MLA1429945792,16892112
Vino Dv Catena La Pirámide Cabernet Sauvignon 750ml.,2025-02-17 04:39:36,"[{'id': '16892113', 'name': 'Vino Dv Catena La Pirámide Cabernet Sauvignon 750ml.', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1429945792,16892113
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1429945792,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1429945792,2290293
Madrinaje,2025-02-17 04:39:36,"[{'id': '16929928', 'name': 'Madrinaje', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1429945792,16929928
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1429945792,10792872
Contiene líquido,2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1429945792,7435885
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1429945792,13244147
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA1429945792,-1
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA1429945792,-1
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1429945792,1359391
01082800132,2025-02-17 04:39:36,"[{'id': None, 'name': '01082800132', 'struct': None}]",SKU,SELLER_SKU,string,MLA1429945792,
1,2025-02-17 04:39:36,"[{'id': '2726554', 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1429945792,2726554
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1429945792,2292305
Cabernet sauvignon,2025-02-17 04:39:36,"[{'id': '2107347', 'name': 'Cabernet sauvignon', 'struct': None}]",Varietal,VARIETAL,string,MLA1429945792,2107347
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1429945792,2107333
2016,2025-02-17 04:39:36,"[{'id': '108403', 'name': '2016', 'struct': None}]",Año,YEAR,number,MLA1429945792,108403
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA1713656678,-1
14 %,2025-02-17 04:39:36,"[{'id': '8897089', 'name': '14 %', 'struct': {'number': 14, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1713656678,8897089
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA1713656678,8869920
Fond de Cave,2025-02-17 04:39:36,"[{'id': '2438099', 'name': 'Fond de Cave', 'struct': None}]",Marca,BRAND,string,MLA1713656678,2438099
Trapiche,2025-02-17 04:39:36,"[{'id': '2324349', 'name': 'Trapiche', 'struct': None}]",Bodega,CELLAR,string,MLA1713656678,2324349
Otra razón,2025-02-17 04:39:36,"[{'id': '17055161', 'name': 'Otra razón', 'struct': None}]",Motivo de GTIN vacío,EMPTY_GTIN_REASON,list,MLA1713656678,17055161
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1713656678,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1713656678,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1713656678,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1713656678,2230284
Reserva,2025-02-17 04:39:36,"[{'id': '2378827', 'name': 'Reserva', 'struct': None}]",Línea,LINE,string,MLA1713656678,2378827
Vino Fond De Cave Reserva Cabernet Sauvignon 750ml,2025-02-17 04:39:36,"[{'id': '13611493', 'name': 'Vino Fond De Cave Reserva Cabernet Sauvignon 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1713656678,13611493
32 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '32 cm', 'struct': {'number': 32, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1713656678,
7 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '7 cm', 'struct': {'number': 7, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1713656678,
1300 g,2025-02-17 04:39:36,"[{'id': None, 'name': '1300 g', 'struct': {'number': 1300, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1713656678,
7 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '7 cm', 'struct': {'number': 7, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1713656678,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1713656678,2290293
Carne,2025-02-17 04:39:36,"[{'id': '8869917', 'name': 'Carne', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1713656678,8869917
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1713656678,10792872
"Contiene líquido,Frágil,Sin vencimiento",2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}, {'id': '8847339', 'name': 'Sin vencimiento', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1713656678,
Mendoza,2025-02-17 04:39:36,"[{'id': '13244147', 'name': 'Mendoza', 'struct': None}]",Regiones,REGIONS,string,MLA1713656678,13244147
